id,econmon,type,tag,diagram,prompt_en,prompt_zh,options_en,options_zh,items_en,items_zh,answer,hint_en,hint_zh,explain_en,explain_zh
demandragon-S2,demandragon,fill,scen,,(Fictional) Two fictional buyers of plain T-shirts at the ladies' market: at $20 Ah Yu wants 3 and Ah Po wants 2; at $15 Ah Yu wants 5 and Ah Po wants 4. The market quantity demanded is ____ at $20 and ____ at $15.,（虛構）女人街兩個虛構買家買淨色 T 恤：$20 嘅時候阿瑜要 3 件、阿寶要 2 件；$15 嘅時候阿瑜要 5 件、阿寶要 4 件。Market quantity demanded 喺 $20 係 ①，喺 $15 係 ②。,5|9|35|14,5|9|35|14,,,5|9,"At each price, which buyers' quantities do you add?",喺每個價錢，你要加邊啲買家嘅數量？,At $20: 3 + 2 = 5; at $15: 5 + 4 = 9. Market demand adds quantities at each price and never adds the prices ($20 + $15 = $35 is meaningless).,$20：3 + 2 = 5；$15：5 + 4 = 9。Market demand 係喺每個價錢加數量，永遠唔會加價錢（$20 + $15 = $35 冇意思）。
demandragon-S3,demandragon,mc,scen,,"(Fictional) The fictional price of a goldfish bowl on the goldfish street falls from $25 to $20, while buyers' incomes, tastes and all other prices stay the same. Buyers now plan to buy more bowls. How should an economist describe this?",（虛構）金魚街一個虛構魚缸嘅價錢由 $25 跌到 $20，買家嘅收入、喜好同其他價錢全部不變。買家而家計劃買多啲魚缸。經濟學家應該點樣描述？,"the demand for bowls has increased|the quantity demanded of bowls has increased, a movement along the demand curve|the demand curve for bowls has shifted to the right|the supply of bowls has increased",魚缸嘅 demand 增加咗|魚缸嘅 quantity demanded 增加咗，係沿住 demand curve 移動|魚缸嘅 demand curve 向右移咗|魚缸嘅 supply 增加咗,,,B,Only the own price changed; does that shift the curve?,淨係件貨自身價錢變咗，咁會唔會令條 curve 移位？,"With other things equal, an own-price fall raises quantity demanded along the same curve; demand (the whole curve) is unchanged.",其他因素不變，自身價錢下跌令 quantity demanded 沿住同一條 curve 增加；demand（成條 curve）冇變。
demandragon-S4,demandragon,sort,scen,,(Fictional) Sort each fictional record from a computer centre by whether it describes demand (a plan) or not:,（虛構）將以下電腦中心嘅虛構紀錄，按係咪描述 demand（一個計劃）分類：,describes demand|does not describe demand,描述 demand|唔係描述 demand,"at $300 a student is willing and able to buy 2 game cartridges this month, and 3 at $200|the shop's till shows it sold 40 cartridges yesterday|a boy dreams of owning 100 cartridges but has no money|a family plans to buy 1 computer this year at $5,000 or 2 at $3,000","一個學生今個月喺 $300 願意而且有能力買 2 盒遊戲帶，$200 就買 3 盒|間舖嘅收銀機顯示琴日賣咗 40 盒遊戲帶|有個男仔發夢想擁有 100 盒遊戲帶，但冇錢|一家人計劃今年喺 $5,000 買 1 部電腦，$3,000 就買 2 部",1|2|2|1,"Is it a plan at different prices, backed by the ability to pay?",係咪一個喺唔同價錢之下、有能力俾錢支持嘅計劃？,Demand is a plan of willing-and-able purchases at each price over a period; past sales records and wants without money are not demand.,Demand 係一段時間內喺每個價錢願意而且有能力買嘅計劃；過去嘅銷售紀錄同冇錢嘅欲望都唔係 demand。
demandragon-S5,demandragon,tf,scen,,"(Fictional) A fictional sneaker shop owner says: at $400 Ah Chun bought 2 pairs and Ah Hing bought 2 pairs, so the market demand price is $800. The owner is right.",（虛構）一個虛構波鞋舖老闆話：$400 嘅時候阿俊買咗 2 對、阿興買咗 2 對，所以市場 demand 嘅價錢係 $800。老闆講得啱。,,,,,F,"When summing individual demands, which axis do you add along?",加總個人 demand 嘅時候，你係沿住邊條軸加？,Market demand adds quantities at the same price (2 + 2 = 4 pairs at $400); adding prices is the classic mistake.,Market demand 係喺同一個價錢加數量（$400 嘅時候 2 + 2 = 4 對）；將價錢加埋係經典錯誤。
supplyswan-01,supplyswan,tf,,,Supply refers to the quantities sellers are willing and able to sell at each price over a period of time.,Supply 係指賣家喺一段時間內，喺每個價錢之下願意而且有能力出售嘅數量。,,,,,T,"Does supply describe one price only, or every possible price?",Supply 係描述一個價錢，定係每一個可能嘅價錢？,Supply is the whole relationship between price and the quantities sellers are willing and able to sell over a period.,Supply 係價錢同賣家喺一段時間內願意而且有能力賣嘅數量之間嘅成個關係。
supplyswan-02,supplyswan,tf,,,"If the price of cut flowers rises and flower stalls offer more flowers for sale, other things being equal, the supply of cut flowers has increased.",其他因素不變，鮮花價錢上升，花檔拎多咗花出嚟賣，即係鮮花嘅 supply 增加咗。,,,,,F,Was it the flowers' own price that changed? What does that do to the curve?,變嘅係咪鮮花自身嘅價錢？咁條 curve 會點？,"A change in the good's own price causes a change in QUANTITY SUPPLIED, a movement along the same supply curve, not a change in supply.",件貨自身價錢改變，引致嘅係 quantity supplied 改變，即沿住同一條 supply curve 移動，唔係 supply 改變。
supplyswan-03,supplyswan,tf,,,"Supply is a plan of how much sellers would sell, so it is not the same as the quantity they actually sold last week.",Supply 係賣家打算賣幾多嘅計劃，所以唔等於佢哋上星期實際賣咗幾多。,,,,,T,"Is supply about intentions at each price, or about sales already made?",Supply 係講喺每個價錢嘅打算，定係講已經賣咗嘅數？,"Supply, like demand, is a plan over a period; actual sales also depend on how much buyers want, so they can differ from the plan.",Supply 同 demand 一樣係一段時期嘅計劃；實際銷量仲要睇買家要幾多，所以可以同計劃唔同。
supplyswan-04,supplyswan,mc,,,"The law of supply states that, ceteris paribus:",Law of supply 指出，ceteris paribus：,"the higher the price, the smaller the quantity supplied|the higher the price, the larger the quantity supplied|the higher the price, the larger the supply|the higher the cost, the larger the quantity supplied",價錢愈高，quantity supplied 愈細|價錢愈高，quantity supplied 愈大|價錢愈高，supply 愈大|成本愈高，quantity supplied 愈大,,,B,Does the good's own price change supply or quantity supplied?,件貨自身價錢改變嘅係 supply 定係 quantity supplied？,"The law of supply links price and QUANTITY SUPPLIED in the same direction, other things constant; saying supply confuses a movement with a shift.",Law of supply 講價錢同 quantity supplied 同方向變動，其他因素不變；講成 supply 就撈亂咗沿線移動同成條線移位。
supplyswan-05,supplyswan,mc,,,Which statement describes quantity supplied rather than supply?,以下邊句描述嘅係 quantity supplied 而唔係 supply？,"a stall's whole schedule of prices and quantities of goldfish offered|a stall's supply curve for goldfish|at $5 each, a stall is willing and able to sell 200 goldfish this week|a stall's selling plan at every possible price",一檔金魚嘅價錢同供應數量成個表|一檔金魚嘅 supply curve|每條 $5，一檔今個星期願意而且有能力賣 200 條金魚|一檔喺每個可能價錢嘅出售計劃,,,C,Which option gives one quantity at one price?,邊個選項係一個價錢配一個數量？,"Quantity supplied is one quantity at one price, one point on the supply curve; supply is the whole schedule or curve.",Quantity supplied 係一個價錢之下嘅一個數量，即 supply curve 上面一點；supply 係成個表或者成條 curve。
supplyswan-06,supplyswan,mc,,,"At $12 per pair, Stall A is willing to sell 30 pairs of socks a week, Stall B 20 pairs and Stall C 10 pairs. They are the only sellers. What is the market quantity supplied at $12?",每對 $12 嘅時候，A 檔每星期願意賣 30 對襪，B 檔 20 對，C 檔 10 對。佢哋係唯一嘅賣家。$12 嘅 market quantity supplied 係幾多？,60 pairs|30 pairs|20 pairs|36 pairs,60 對|30 對|20 對|36 對,,,A,"At the same price, what do you add together?",喺同一個價錢，你要加埋啲咩？,Market supply is the horizontal summation of individual supplies: 30 + 20 + 10 = 60 pairs at $12. 30 is only the largest stall and 36 wrongly mixes in the prices.,Market supply 係個別 supply 嘅 horizontal summation：$12 嘅時候 30 + 20 + 10 = 60 對。30 只係最大嗰檔，36 就錯咗將價錢撈埋入去。
supplyswan-07,supplyswan,mc,,,Why does the law of supply need other things to be held constant?,點解 law of supply 要其他因素不變？,because sellers never change their costs|because the government fixes all other prices|because supply is always equal to demand|because changes in costs or technology would also change the quantity offered and hide the effect of price,因為賣家嘅成本永遠唔變|因為政府固定咗所有其他價錢|因為 supply 永遠等於 demand|因為成本或者技術改變都會改變供應數量，令價錢嘅影響睇唔清,,,D,"If the cost of fish food fell at the same time, could you still see what price alone did?",如果魚糧成本同時跌咗，你仲睇唔睇到淨係價錢嘅影響？,"Ceteris paribus isolates the own price: factors such as costs, technology and the number of sellers are held constant so only price explains the change in quantity supplied.",Ceteris paribus 將自身價錢抽出嚟：成本、技術、賣家數目等因素全部固定，咁 quantity supplied 嘅改變就只係由價錢解釋。
supplyswan-08,supplyswan,fill,,,"Under the law of supply, price and quantity supplied move in the ____ direction, so the supply curve slopes ____.",根據 law of supply，價錢同 quantity supplied 向 ① 方向變動，所以 supply curve ② 傾斜。,same|opposite|upward|downward,相同|相反|向上|向下,,,same|upward,"When the price is higher, do sellers want to sell more or less?",價錢高啲嘅時候，賣家想賣多啲定少啲？,"A higher price gives a larger quantity supplied, so the relationship is positive and the supply curve is upward-sloping.",價錢愈高 quantity supplied 愈大，係正向關係，所以 supply curve 向上傾斜。
supplyswan-09,supplyswan,fill,,,"To find market supply, at each ____ we add up the ____ supplied by all sellers.",要搵 market supply，喺每一個 ①，我哋將所有賣家供應嘅 ② 加埋。,quantities|prices|price|seller,數量|價錢|價錢|賣家,,,price|quantities,Along which axis is the horizontal summation done?,Horizontal summation 係沿住邊條軸做？,Horizontal summation: fix each price and add the quantities of all sellers; never add the prices.,Horizontal summation：固定每個價錢，將所有賣家嘅數量加埋；永遠唔好加價錢。
supplyswan-10,supplyswan,sort,,,Sort each event by whether it causes a change in quantity supplied or a change in supply of goldfish:,將以下事件按引致金魚嘅 quantity supplied 改變定係 supply 改變分類：,change in quantity supplied (along the curve)|change in supply (curve shifts),quantity supplied 改變（沿線移動）|supply 改變（成條線移位）,the price of goldfish rises from $4 to $6|the cost of fish food falls sharply|the price of goldfish falls from $6 to $5|ten new goldfish stalls open|a new breeding method doubles output per tank,金魚價錢由 $4 升到 $6|魚糧成本大跌|金魚價錢由 $6 跌到 $5|新開咗十檔金魚檔|新養殖方法令每缸產量加倍,1|2|1|2|2,"Is it the goldfish's own price, or something else?",係金魚自身嘅價錢，定係其他因素？,"Only the good's own price moves sellers along the curve; changes in costs, technology or the number of sellers shift the whole supply curve.",只有件貨自身價錢會令賣家沿線移動；成本、技術或者賣家數目改變會令成條 supply curve 移位。
supplyswan-11,supplyswan,sort,,,Sort each statement by whether it is correct about supply:,將以下關於 supply 嘅句子按啱唔啱分類：,correct|incorrect,正確|錯誤,supply is measured over a period of time|supply is the quantity a shop actually sold yesterday|sellers must be willing and able to sell|a higher price leads to a larger supply|market supply adds quantities at each price,Supply 係按一段時期量度|Supply 係間舖琴日實際賣咗嘅數量|賣家一定要願意而且有能力賣|價錢高啲會令 supply 大啲|Market supply 係喺每個價錢加數量,1|2|1|2|1,"Check each statement against the definition: plan, period, willing and able, quantity supplied vs supply.",逐句對返定義：計劃、時期、願意同有能力、quantity supplied 同 supply 嘅分別？,"Supply is a willing-and-able plan over a period; a price change alters quantity supplied, not supply; actual sales are not supply.",Supply 係一段時期內願意而且有能力嘅計劃；價錢改變嘅係 quantity supplied 唔係 supply；實際銷量唔係 supply。
supplyswan-12,supplyswan,order,,,"Put in order how a higher price of potted plants leads to more plants being offered, ceteris paribus:",排出其他因素不變時，盆栽價錢上升點樣令供應數量增加：,,,the price of potted plants rises|selling each plant becomes more rewarding for the stalls|stalls plan to offer more plants for sale|quantity supplied increases along the same supply curve,盆栽價錢上升|每賣一盆對花檔嚟講更加划算|花檔計劃拎多啲盆栽出嚟賣|Quantity supplied 沿住同一條 supply curve 增加,,"What changes first, and does the curve itself move at the end?",邊樣嘢最先變？最後條 curve 本身有冇郁？,"The law of supply: a higher own price makes selling more rewarding, sellers plan to sell more, and the result is a movement along the supply curve.",Law of supply：自身價錢上升令賣嘢更划算，賣家計劃賣多啲，結果係沿住 supply curve 移動。
supplyswan-S1,supplyswan,mc,scen,,"(Fictional) On a fictional goldfish street, at $6 per fish Stall P plans to sell 50 fish a day and Stall Q 70; at $8 Stall P plans 60 and Stall Q 90. They are the only sellers. What is the market quantity supplied at $8?",（虛構）喺虛構金魚街，每條 $6 嘅時候 P 檔計劃每日賣 50 條、Q 檔 70 條；$8 嘅時候 P 檔計劃 60 條、Q 檔 90 條。佢哋係唯一嘅賣家。$8 嘅 market quantity supplied 係幾多？,120 fish|90 fish|150 fish|270 fish,120 條|90 條|150 條|270 條,,,C,Which two numbers belong to $8?,邊兩個數字屬於 $8？,At $8 add the two stalls: 60 + 90 = 150. 120 is the $6 total and 270 adds every number regardless of price.,$8 嘅時候將兩檔加埋：60 + 90 = 150。120 係 $6 嘅總數，270 係唔理價錢將所有數字加埋。
supplyswan-S2,supplyswan,fill,scen,,"(Fictional) Three fictional plant stalls at the flower market: at $50 each they plan to sell 8, 12 and 20 orchids a week. Market quantity supplied at $50 is ____ orchids. If the price rises to $60 and each stall plans 5 more, market quantity supplied becomes ____ orchids.",（虛構）花墟三檔虛構花檔：每盆 $50 嘅時候佢哋計劃每星期分別賣 8、12 同 20 盆蘭花。$50 嘅 market quantity supplied 係 ① 盆。如果價錢升到 $60，每檔都計劃多賣 5 盆，market quantity supplied 就變成 ② 盆。,40|55|45|150,40|55|45|150,,,40|55,Add the three stalls first; then how many extra plants do three stalls add together?,先將三檔加埋；再諗吓三檔一共多咗幾多盆？,"8 + 12 + 20 = 40 at $50; at $60 each stall offers 5 more, so 40 + 3 × 5 = 55. 45 forgets that all three stalls add 5.",$50：8 + 12 + 20 = 40；$60 每檔多 5 盆，所以 40 + 3 × 5 = 55。45 係漏咗三檔都各自多 5 盆。
supplyswan-S3,supplyswan,mc,scen,,"(Fictional) The price of a fictional brand-free plain T-shirt at the ladies' market rises from $20 to $25, and nothing else changes. The stalls bring out more T-shirts. Which description is correct?",（虛構）女人街一件虛構冇牌子淨色 T 恤由 $20 加到 $25，其他全部不變。啲檔口拎多咗 T 恤出嚟賣。以下邊個描述啱？,"the supply of T-shirts has increased|the supply curve has shifted to the right|the demand for T-shirts has increased|the quantity supplied has increased, a movement along the supply curve",T 恤嘅 supply 增加咗|Supply curve 向右移咗|T 恤嘅 demand 增加咗|Quantity supplied 增加咗，係沿住 supply curve 移動,,,D,"If only the own price changed, does the curve move?",如果淨係自身價錢變，條 curve 會唔會郁？,An own-price rise with other things equal raises quantity supplied along the same curve; the supply curve itself does not shift.,其他因素不變，自身價錢上升令 quantity supplied 沿同一條 curve 增加；supply curve 本身冇移位。
supplyswan-S4,supplyswan,sort,scen,,(Fictional) Sort each fictional record from a computer centre shop by whether it is part of the shop's supply (a plan) or not:,（虛構）將以下電腦中心一間虛構舖頭嘅紀錄，按係咪屬於間舖嘅 supply（一個計劃）分類：,part of supply|not part of supply,屬於 supply|唔屬於 supply,"at $100 the shop is willing and able to sell 30 joysticks this month|at $120 the shop is willing and able to sell 40 joysticks this month|last month the shop actually sold 25 joysticks|the owner wishes he could sell 1,000 joysticks but has no stock or suppliers","$100 嘅時候間舖今個月願意而且有能力賣 30 支手掣|$120 嘅時候間舖今個月願意而且有能力賣 40 支手掣|上個月間舖實際賣咗 25 支手掣|老闆希望賣到 1,000 支手掣，但冇貨又冇供應商",1|1|2|2,Is it a willing-and-able plan at a price over a period?,係咪一段時期內喺某個價錢、願意而且有能力嘅計劃？,Supply is the plan of quantities sellers are willing and able to sell at each price; past sales and wishes without ability are not supply.,Supply 係賣家喺每個價錢願意而且有能力賣嘅數量計劃；過去銷量同冇能力嘅願望都唔係 supply。
supplyswan-S5,supplyswan,tf,scen,,"(Fictional) A fictional stall owner says: at $30 I plan to sell 10 bags and my neighbour plans to sell 10 bags, so at the market level the price is $60 for 10 bags. The owner is right.",（虛構）一個虛構檔主話：$30 嘅時候我計劃賣 10 個袋，隔籬檔都計劃賣 10 個，所以成個市場就係 $60 賣 10 個袋。檔主講得啱。,,,,,F,"When you sum supply across sellers, do you add prices or quantities?",加總賣家嘅 supply 嘅時候，你係加價錢定加數量？,Market supply adds quantities at the same price: at $30 the market quantity supplied is 10 + 10 = 20 bags. Adding prices is wrong.,Market supply 係喺同一價錢加數量：$30 嘅 market quantity supplied 係 10 + 10 = 20 個袋。加價錢係錯嘅。
equilibee-01,equilibee,tf,,,"At the equilibrium price, the quantity demanded equals the quantity supplied.",喺 equilibrium price，quantity demanded 等於 quantity supplied。,,,,,T,What has to be true of buyers' and sellers' plans for the price to stay put?,買家同賣家嘅計劃要點樣，價錢先會企喺度唔郁？,Equilibrium is defined by Qd = Qs; the price at which this happens is Pe and the quantity is Qe.,Equilibrium 嘅定義係 Qd = Qs；發生呢樣嘢嘅價錢係 Pe，數量係 Qe。
equilibee-02,equilibee,tf,,,"Once a market reaches equilibrium, the price has no tendency to change as long as demand and supply do not change.",市場一旦達到 equilibrium，只要 demand 同 supply 冇變，價錢就冇變動嘅傾向。,,,,,T,"At Pe, is there any unsold stock or any unsatisfied buyer pushing the price?",喺 Pe，有冇賣剩嘅貨或者買唔到嘅買家推動價錢？,"At equilibrium there is neither excess demand nor excess supply, so no force pushes the price up or down.",喺 equilibrium 冇 excess demand 亦冇 excess supply，所以冇力量推高或者推低價錢。
equilibee-03,equilibee,tf,,,The equilibrium price is the price at which sellers make the largest possible profit.,Equilibrium price 係賣家賺到最大利潤嘅價錢。,,,,,F,"How is equilibrium defined: by profit, or by the two quantities?",Equilibrium 係用利潤定義，定係用兩個數量定義？,"Equilibrium price is where Qd = Qs; it is not defined by profit, the highest price or the largest sales.",Equilibrium price 係 Qd = Qs 嘅價錢；唔係按利潤、最高價或者最大銷量嚟定義。
equilibee-04,equilibee,mc,,,"At $6 a bag, buyers want 50 bags and sellers offer 30 bags; at $8, buyers want 40 and sellers offer 40; at $10, buyers want 30 and sellers offer 50. What are the equilibrium price and quantity?",每包 $6 嘅時候，買家要 50 包、賣家供應 30 包；$8 嘅時候，買家要 40 包、賣家供應 40 包；$10 嘅時候，買家要 30 包、賣家供應 50 包。Equilibrium price 同 quantity 係幾多？,$6 and 50 bags|$10 and 50 bags|$8 and 40 bags|$8 and 80 bags,$6 同 50 包|$10 同 50 包|$8 同 40 包|$8 同 80 包,,,C,At which price do the two quantities match?,喺邊個價錢兩個數量相等？,"Qd = Qs = 40 at $8, so Pe = $8 and Qe = 40. Adding Qd and Qs (80) is wrong: the 40 bags bought are the same 40 bags sold.",$8 嘅時候 Qd = Qs = 40，所以 Pe = $8，Qe = 40。將 Qd 同 Qs 加埋（80）係錯嘅：買咗嘅 40 包就係賣出嘅同一批 40 包。
equilibee-05,equilibee,mc,,,Which statement about market equilibrium is correct?,以下關於 market equilibrium 嘅句子邊句啱？,at equilibrium every buyer who wants the good at any price gets it|at equilibrium every buyer willing and able to pay Pe can buy the quantity he plans|at equilibrium the good is no longer scarce|at equilibrium sellers sell all they could possibly produce,喺 equilibrium，任何價錢都想要件貨嘅買家都買得到|喺 equilibrium，每個願意而且有能力俾 Pe 嘅買家都買得到佢計劃嘅數量|喺 equilibrium，件貨唔再稀缺|喺 equilibrium，賣家賣晒佢哋所有可能生產嘅數量,,,B,Are the plans of buyers and sellers at Pe both fulfilled?,喺 Pe，買家同賣家嘅計劃係咪都實現到？,"At Pe, Qd = Qs, so every plan to buy or sell at that price is fulfilled. The good is still scarce and buyers unwilling to pay Pe do not get it.",喺 Pe，Qd = Qs，所以喺嗰個價錢嘅買賣計劃全部實現到。件貨仍然稀缺，唔肯俾 Pe 嘅買家就買唔到。
equilibee-06,equilibee,mc,,,"On a demand-supply diagram, where is the market equilibrium?",喺 demand-supply 圖入面，market equilibrium 喺邊度？,where the demand curve cuts the price axis|at the highest point of the supply curve|where the demand curve and the supply curve intersect|where the supply curve cuts the quantity axis,Demand curve 同價錢軸相交嘅位|Supply curve 嘅最高點|Demand curve 同 supply curve 相交嘅位|Supply curve 同數量軸相交嘅位,,,C,At which point are Qd and Qs the same number at the same price?,喺邊一點，同一個價錢嘅 Qd 同 Qs 係同一個數？,The intersection of D and S is the only point where Qd = Qs; reading down gives Qe and across gives Pe.,D 同 S 相交嗰點係唯一 Qd = Qs 嘅位；向下讀係 Qe，向左讀係 Pe。
equilibee-07,equilibee,mc,,,"At $3 per bunch, flower buyers want 90 and sellers offer 30; at $5, 70 and 50; at $6, 60 and 60; at $7, 50 and 70. The equilibrium quantity is:",每紮 $3 嘅時候，買花嘅人要 90 紮、賣家供應 30 紮；$5 就係 70 同 50；$6 就係 60 同 60；$7 就係 50 同 70。Equilibrium quantity 係：,60 bunches|120 bunches|90 bunches|70 bunches,60 紮|120 紮|90 紮|70 紮,,,A,Find the row where the two quantities are equal.,搵吓邊一行兩個數量相等？,"At $6, Qd = Qs = 60, so Qe = 60 bunches. 120 double-counts by adding buyers' and sellers' quantities.",$6 嘅時候 Qd = Qs = 60，所以 Qe = 60 紮。120 係將買家同賣家嘅數量加埋，重複計算咗。
equilibee-08,equilibee,fill,,,"Market equilibrium occurs when quantity demanded ____ quantity supplied, and at that price there is ____ tendency for the price to change.",當 quantity demanded ① quantity supplied，就係 market equilibrium，喺嗰個價錢，價錢有 ② 變動傾向。,equals|exceeds|no|a strong,等於|大過|冇|好強嘅,,,equals|no,"What is the condition for equilibrium, and does anything push the price at that point?",Equilibrium 嘅條件係咩？喺嗰點有冇嘢推動價錢？,"Equilibrium means Qd = Qs; with no excess demand or excess supply, the price has no tendency to change.",Equilibrium 即係 Qd = Qs；冇 excess demand 亦冇 excess supply，價錢冇變動傾向。
equilibee-09,equilibee,fill,,,"At the equilibrium price Pe, the quantity bought and sold is called the equilibrium ____, and it equals ____ Qd and Qs (not their sum).",喺 equilibrium price Pe，買賣嘅數量叫做 equilibrium ①，佢等於 ② Qd 同 Qs（唔係兩者之和）。,quantity|price|each of|half of,quantity|price|每一個|一半,,,quantity|each of,"At Pe, Qd and Qs are the same number; so what is Qe?",喺 Pe，Qd 同 Qs 係同一個數；咁 Qe 係幾多？,"Qe is the equilibrium quantity; since Qd = Qs at Pe, Qe equals each of them. Summing them double-counts the same units.",Qe 係 equilibrium quantity；因為喺 Pe Qd = Qs，Qe 就等於佢哋每一個。將兩個加埋係重複計算同一批貨。
equilibee-10,equilibee,sort,,,"Sort each price from this schedule by whether it is the equilibrium price or not: at $2 buyers want 80 and sellers offer 20; at $4, 60 and 40; at $5, 50 and 50; at $6, 40 and 60.",按以下表格將每個價錢分類，睇吓係咪 equilibrium price：$2 嘅時候買家要 80、賣家供應 20；$4 就係 60 同 40；$5 就係 50 同 50；$6 就係 40 同 60。,equilibrium price|not equilibrium price,equilibrium price|唔係 equilibrium price,$2|$4|$5|$6,$2|$4|$5|$6,2|2|1|2,Compare Qd and Qs in each row.,逐行比較 Qd 同 Qs？,"Only at $5 is Qd = Qs (50 = 50); at $2 and $4 Qd > Qs, and at $6 Qs > Qd.",只有 $5 嘅時候 Qd = Qs（50 = 50）；$2 同 $4 係 Qd > Qs，$6 係 Qs > Qd。
equilibee-11,equilibee,sort,,,Sort each statement by whether it is true at market equilibrium:,將以下句子按喺 market equilibrium 係咪成立分類：,true at equilibrium|not true at equilibrium,喺 equilibrium 成立|喺 equilibrium 唔成立,Qd = Qs|there is a shortage|the price has no tendency to change|sellers are left with unsold stock at Pe|the good is no longer scarce,Qd = Qs|有 shortage|價錢冇變動傾向|喺 Pe 賣家有賣剩嘅貨|件貨唔再稀缺,1|2|1|2|2,"At equilibrium, is there any excess on either side, and does scarcity disappear?",喺 equilibrium，任何一邊有冇多出嚟？稀缺會唔會消失？,"At equilibrium Qd = Qs, so there is no shortage or surplus and no pressure on price; scarcity still exists because the good still has a positive price.",Equilibrium 時 Qd = Qs，冇 shortage 亦冇 surplus，價錢冇壓力；稀缺仍然存在，因為件貨仲有正數嘅價錢。
equilibee-12,equilibee,order,,,Put in order the steps to find the equilibrium from a demand and supply schedule:,排出由 demand 同 supply 表搵 equilibrium 嘅步驟：,,,write Qd and Qs side by side for each price|compare Qd with Qs row by row|find the price at which Qd = Qs; this is Pe|read the quantity at that price; this is Qe,將每個價錢嘅 Qd 同 Qs 並排寫出嚟|逐行比較 Qd 同 Qs|搵出 Qd = Qs 嘅價錢，呢個就係 Pe|讀出嗰個價錢嘅數量，呢個就係 Qe,,What must you find first before you can read off Qe?,讀 Qe 之前你要先搵到咩？,"Line up Qd and Qs at each price, find where they are equal to get Pe, then Qe is the common quantity at Pe.",將每個價錢嘅 Qd 同 Qs 排好，搵出相等嘅位得到 Pe，Qe 就係 Pe 嗰個共同數量。
equilibee-S1,equilibee,mc,scen,,"(Fictional) At a fictional sneaker street, for one style of canvas shoe: at $100 buyers want 20 pairs a week and sellers offer 60; at $80, 30 and 50; at $60, 40 and 40; at $40, 50 and 30. What are Pe and Qe?",（虛構）虛構波鞋街某款帆布鞋：$100 嘅時候買家每星期要 20 對、賣家供應 60 對；$80 就係 30 同 50；$60 就係 40 同 40；$40 就係 50 同 30。Pe 同 Qe 係幾多？,$80 and 50 pairs|$60 and 40 pairs|$60 and 80 pairs|$100 and 60 pairs,$80 同 50 對|$60 同 40 對|$60 同 80 對|$100 同 60 對,,,B,In which row are the two numbers equal?,邊一行兩個數字相等？,"At $60, Qd = Qs = 40, so Pe = $60 and Qe = 40 pairs; 80 wrongly adds Qd and Qs.",$60 嘅時候 Qd = Qs = 40，所以 Pe = $60，Qe = 40 對；80 係錯咗將 Qd 同 Qs 加埋。
equilibee-S2,equilibee,fill,scen,,"(Fictional) At a fictional wet market stall area, for fresh eggs: at $10 a dozen buyers want 100 and sellers offer 40; at $12, 80 and 60; at $14, 70 and 70; at $16, 60 and 80. The equilibrium price is ____ and the equilibrium quantity is ____ dozen.",（虛構）虛構旺角街市嘅鮮蛋：每打 $10 嘅時候買家要 100 打、賣家供應 40 打；$12 就係 80 同 60；$14 就係 70 同 70；$16 就係 60 同 80。Equilibrium price 係 ①，equilibrium quantity 係 ② 打。,$14|$12|70|140,$14|$12|70|140,,,$14|70,Look for the row where buyers' and sellers' plans match.,搵吓邊一行買家同賣家嘅計劃吻合？,"At $14, Qd = Qs = 70, so Pe = $14 and Qe = 70 dozen. 140 double-counts the same eggs.",$14 嘅時候 Qd = Qs = 70，所以 Pe = $14，Qe = 70 打。140 係將同一批蛋計咗兩次。
equilibee-S3,equilibee,mc,scen,,"(Fictional) In a fictional goldfish market, the price of a fish is $8, buyers want 300 fish a day and sellers offer 300 fish a day. Nothing else changes. What will happen to the price tomorrow?",（虛構）喺一個虛構金魚市場，每條魚 $8，買家每日要 300 條，賣家每日供應 300 條。其他全部不變。聽日價錢會點？,it will rise because many people want fish|it will fall because sellers offer many fish|it will stay at $8 because Qd = Qs and there is no pressure on price|it will rise to $16 because Qd plus Qs is 600,會升，因為好多人想要魚|會跌，因為賣家供應好多魚|會維持 $8，因為 Qd = Qs，價錢冇壓力|會升到 $16，因為 Qd 加 Qs 係 600,,,C,Is there any excess demand or excess supply at $8?,$8 嘅時候有冇 excess demand 或者 excess supply？,"With Qd = Qs the market is at equilibrium, so the price has no tendency to change while demand and supply stay the same.",Qd = Qs 即市場喺 equilibrium，只要 demand 同 supply 唔變，價錢就冇變動傾向。
equilibee-S4,equilibee,sort,scen,,"(Fictional) A fictional schedule for pot plants at the flower market: at $20 buyers want 25 and sellers offer 5; at $30, 20 and 10; at $40, 15 and 15; at $50, 10 and 20. Sort each price:",（虛構）花墟盆栽嘅虛構表：$20 嘅時候買家要 25、賣家供應 5；$30 就係 20 同 10；$40 就係 15 同 15；$50 就係 10 同 20。將每個價錢分類：,Qd greater than Qs|Qd equal to Qs (equilibrium)|Qs greater than Qd,Qd 大過 Qs|Qd 等於 Qs（equilibrium）|Qs 大過 Qd,$20|$30|$40|$50,$20|$30|$40|$50,1|1|2|3,Compare the two numbers at each price.,逐個價錢比較兩個數字？,"At $20 and $30 Qd > Qs; at $40 Qd = Qs = 15, the equilibrium; at $50 Qs > Qd.",$20 同 $30 係 Qd > Qs；$40 係 Qd = Qs = 15，即 equilibrium；$50 係 Qs > Qd。
